belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,release_date,runtime,status,revenue
0,40000000,650,1,1,12,1597,161,2,140,1,357852395
0,22531334,47,0,2,6,1598,2,4,186,1,13200241
0,10000000,480,0,1,6,1599,1,3,104,1,21486757
1,1900000,651,0,2,2,1600,2,3,123,1,5900000
1,5000000,7,0,1,6,1106,1,4,88,1,17768757
0,37000000,652,0,1,4,1601,1,4,118,1,6482195
0,4000000,190,0,11,0,1554,2,1,160,1,6000000
0,22531334,653,0,1,6,1602,1,3,75,1,4571025
0,67000000,55,0,1,12,1603,1,3,101,1,47267001
0,65000000,198,1,1,13,920,1,2,120,1,235666219
0,50000000,654,1,1,18,1604,246,1,144,1,69411370
0,19000000,15,0,1,4,1605,1,3,105,1,44332015
0,60000000,655,0,1,13,1606,1,3,100,1,119940815
0,27000000,656,0,1,13,1607,59,1,100,1,27200316
0,22531334,15,0,1,0,1608,1,1,97,1,16928137
1,22531334,147,0,1,9,1493,1,1,89,1,1250712
1,10000000,7,0,1,10,1609,21,3,90,1,59217789
1,35000000,566,0,1,13,73,1,2,93,1,19165560
0,80000000,228,0,1,5,1610,144,3,99,1,15071514
0,4000000,141,0,1,2,1398,1,4,90,1,18591272
1,22531334,358,0,1,12,1611,1,4,78,1,11348324
0,1114000,341,0,1,3,73,1,4,99,1,2610000
0,22531334,4,1,13,2,0,28,2,89,1,121129
1,5000000,67,0,13,0,0,28,3,113,1,340312
0,5000000,90,0,1,0,0,0,3,83,1,8153677
1,30000000,40,0,1,12,26,1,2,107,1,70200000
1,45000000,1,0,1,11,1612,88,3,83,1,141220678
0,22531334,3,0,1,0,0,0,1,100,1,100544
0,100000000,601,1,1,16,1613,1,4,180,1,392000694
0,40000000,45,1,1,7,1614,1,1,110,1,136000000
0,25000000,116,0,1,52,1615,1,3,142,1,28341469
0,15000000,3,0,1,7,1616,123,3,106,1,8138788
1,170000000,657,1,1,53,1617,18,3,121,1,773328629
0,35000000,1,1,1,7,1618,59,3,91,1,69307224
0,22531334,46,1,1,6,1619,1,3,101,1,5741608
0,22531334,3,1,1,19,1620,247,4,100,1,260354
0,42000000,16,1,1,11,1621,1,1,102,1,46221189
0,22531334,47,1,1,5,1622,1,3,96,1,7897645
1,20000000,16,1,1,10,1623,1,2,96,1,34560577
0,3196621,1,0,18,7,803,121,4,116,1,25513752
1,1000000,147,0,1,7,1624,1,3,95,1,10499694
0,440141,3,0,19,1,1625,2,3,160,1,2640850
0,18000000,3,0,1,9,7,1,4,129,1,23000000
1,13000000,556,0,1,14,61,1,4,84,1,35763605
1,1200000,658,1,1,9,1626,18,3,100,1,112892319
0,2000000,92,0,1,1,224,1,2,106,1,4000000
0,4,659,0,1,2,26,1,4,89,1,25
0,22531334,36,0,1,8,1627,1,1,122,1,15309302
0,32000000,660,0,1,6,66,1,3,123,1,152036382
0,207000000,114,0,1,20,1628,248,4,187,1,550000000
0,52000000,3,0,1,19,64,1,2,140,1,355237933
0,120000,232,0,34,0,316,2,2,130,1,130000
1,15000000,36,0,1,12,224,1,4,126,1,43848069
0,25000000,94,0,1,4,1629,18,4,102,1,10113733
0,22531334,661,0,1,9,1630,1,3,104,1,9234510
0,22531334,662,0,1,5,1631,1,2,105,1,262921
1,60000000,663,1,1,0,1632,249,3,97,1,300228084
0,8000000,1,1,1,12,1633,88,1,97,1,29010817
0,130000000,664,1,1,19,1634,31,4,107,1,371940071
0,75000000,331,0,1,11,1635,21,1,138,1,114660784
0,2627000,659,0,1,1,73,1,1,120,1,5363000
0,8000000,1,1,1,6,1636,1,2,104,1,10130000
0,22531334,132,0,1,7,1637,250,4,92,1,6455530
0,53000000,118,0,1,12,1638,1,4,94,1,139804348
0,4000000,279,0,1,11,26,1,1,93,1,22490039
0,22531334,3,0,1,2,1639,45,4,110,1,1494399
0,40000000,665,0,8,5,1640,53,3,111,1,385284817
0,22531334,46,0,1,1,1641,251,4,91,1,258464
1,134000,666,0,1,5,490,1,4,73,1,4000000
0,18000000,667,1,1,8,1642,1,4,126,1,57096190
0,40000000,15,0,1,11,1643,1,3,119,1,285176741
0,22531334,14,0,1,5,1644,1,4,106,1,239894
1,105000000,668,1,1,11,1645,1,3,105,1,347434178
0,28000000,87,0,1,11,1646,252,4,128,1,8555008
0,35000000,3,1,1,8,1647,1,1,101,1,32483410
1,40000000,62,0,1,10,1648,1,1,116,1,161834276
1,75000000,190,1,1,20,1649,21,3,108,1,288500217
0,22531334,1,1,1,5,44,1,1,87,1,6861102
0,25000000,669,0,12,7,1650,148,4,100,1,129115
0,44000000,81,0,1,15,1651,1,4,112,1,12342632
0,2000000,87,0,9,6,1652,97,2,154,1,20908467
0,40000000,283,1,1,9,1653,1,4,87,1,46471023
1,2000000,349,0,15,3,65,119,4,87,1,4100000
0,7500000,288,1,1,6,1654,59,2,97,1,143000
1,22531334,11,0,1,8,1655,1,4,115,1,10878107
0,25000000,670,0,1,11,1656,103,1,98,1,15704614
0,22531334,671,0,1,7,1657,253,4,129,1,1822250
0,50000000,3,0,1,7,1658,254,3,121,1,49111202
0,1000000,672,0,13,1,1659,28,2,112,1,404785
0,2900000,7,1,1,7,1660,1,1,86,1,74918
0,22531334,516,1,1,0,0,6,3,90,1,4542
0,22531334,5,0,1,1,73,1,3,98,1,1501785
0,17000000,262,0,1,7,1661,1,1,113,1,17185632
0,22531334,1,0,13,0,1662,28,4,75,1,263000
1,29000000,45,0,1,9,1663,1,3,102,1,98185582
1,11000000,1,0,1,5,1664,1,1,107,1,49797148
0,2000000,46,0,1,2,1665,1,3,96,1,2506446
0,22531334,47,0,3,2,1666,3,1,102,1,3848034
1,6000000,673,0,1,6,1667,1,1,97,1,5844868
0,22531334,225,0,1,2,1668,6,3,105,1,11000000
0,15000000,674,0,1,9,1669,70,4,121,1,12036149
0,5000000,29,0,1,9,1670,1,3,104,1,44030246
0,1243000,675,0,1,4,1671,1,4,106,1,2841000
0,50000000,31,1,1,12,1672,88,1,101,1,79958599
0,10000000,126,0,1,1,1038,1,4,98,1,18
0,40000000,26,1,1,5,1673,1,1,91,1,22044277
1,22531334,676,0,5,1,1674,1,3,98,1,168180
0,67000000,677,0,1,9,1675,255,2,102,1,25303038
0,22531334,3,0,12,3,1676,26,3,118,1,2802459
0,22531334,8,1,1,0,1677,10,1,90,1,10068
0,22531334,263,0,1,1,1678,256,3,79,1,127251
1,140000000,80,1,1,47,1679,1,3,143,1,655011224
0,120000,678,0,5,6,1680,8,3,97,1,182857
1,550000,29,0,1,12,1681,1,2,95,1,59754601
0,13500000,679,1,1,9,1682,15,1,124,1,19255873
0,134005,65,1,1,2,1683,32,3,104,1,1332231
0,9900000,680,1,1,26,1684,1,3,88,1,157100845
1,15000000,440,0,1,11,713,1,1,86,1,107217396
0,22531334,1,0,1,4,1685,18,1,93,1,45703
0,8000000,681,1,1,5,1686,35,3,91,1,426224
0,531374,137,0,1,8,7,1,1,96,1,1103757
0,8000000,141,0,1,5,1687,1,3,99,1,908847
1,50000000,366,0,1,16,1688,1,1,110,1,161451538
0,5000000,3,0,1,9,1689,10,2,121,1,502758
0,3000000,14,1,11,1,1690,257,1,157,1,12000000
1,135000000,51,1,1,12,1691,18,4,128,1,361832400
0,22531334,3,0,1,6,1692,1,3,114,1,24760338
0,9000000,682,0,1,7,73,1,2,119,1,25000000
0,15000000,402,1,1,7,1693,1,3,97,1,37930465
0,100000000,484,1,1,7,426,88,2,115,1,242295562
0,31000000,1,0,1,6,7,1,1,117,1,185260553
0,344,15,1,1,0,1694,258,3,104,1,4
0,21000000,263,0,1,14,1695,1,3,117,1,10011050
0,22531334,467,0,1,1,224,1,1,96,1,2346150
0,12000000,363,0,1,11,1696,1,4,197,1,60000000
1,70000000,5,0,1,11,1697,1,1,120,1,161025640
0,22531334,3,0,1,4,1698,1,3,120,1,166775
0,10000000,683,1,1,7,1699,25,2,105,1,45742101
0,33000000,1,1,1,12,1700,1,3,98,1,77068246
1,160000000,255,0,1,11,1701,1,2,121,1,164508066
1,200000000,684,1,1,185,1702,1,2,137,1,863416141
1,60000000,96,1,1,8,1703,1,3,87,1,93375151
0,7000000,3,0,1,11,1704,4,3,164,1,8373585
0,22531334,3,0,6,1,0,0,3,94,1,13983
1,20000000,1,0,1,14,1106,1,2,86,1,78378744
0,27000000,23,1,1,11,61,18,2,101,1,129000000
1,24000000,55,1,1,14,1705,25,4,89,1,99965753
0,42000000,685,1,1,6,1706,259,4,100,1,11087569
1,160000000,686,1,1,13,1707,260,2,132,1,300257475
1,380000000,687,1,1,28,1708,1,2,136,1,1045713802
1,22531334,11,0,1,6,45,1,1,84,1,11567217
0,25000000,36,0,1,6,1709,1,1,113,1,1037335
1,1700000,486,0,1,13,1710,1,2,88,1,9700000
0,60000000,59,1,1,9,1711,1,1,113,1,105200903
0,22531334,190,0,1,3,1712,261,4,101,1,4291965
0,30000000,337,0,1,20,1713,1,3,121,1,84025816
1,2000000,248,0,1,11,1714,1,4,128,1,4905000
1,5000000,7,0,1,6,1715,1,1,88,1,15179302
0,22531334,190,0,1,2,1716,35,1,96,1,551281
0,8000000,96,0,1,10,317,1,3,90,1,22433275
0,22531334,8,1,1,3,0,1,2,91,1,181107
1,3200000,688,0,1,12,1717,1,2,136,1,33395426
0,22531334,15,0,1,9,1718,63,1,90,1,22707064
1,40000000,11,0,1,8,1719,1,1,99,1,138259062
0,5000000,689,0,13,0,1204,28,4,0,1,3919731
0,27000000,690,0,1,7,1720,1,4,80,1,13670688
0,10000000,691,0,1,4,1721,1,1,84,1,20342161
0,22531334,692,0,9,1,1722,29,4,88,1,519204
0,3000000,1,0,13,1,1723,262,3,99,1,9713500
0,14000000,693,0,1,9,26,1,4,100,1,19800000
0,68000000,212,1,1,8,1724,1,1,136,1,75715436
0,8000000,36,0,1,15,1725,1,3,89,1,52287414
0,50000000,89,0,1,7,1726,1,4,119,1,34808403
0,3500159,46,1,1,6,1727,263,2,112,1,76578641
0,22531334,262,0,1,10,1728,264,4,106,1,17671101
1,11000000,694,0,1,11,1055,1,2,106,1,153083102
0,22531334,695,0,1,8,1729,1,1,127,1,38290723
1,600000,696,0,1,7,1730,1,1,95,1,185898
0,60000000,26,1,1,13,1731,1,4,124,1,101134059
0,14000000,33,0,1,14,1732,1,4,108,1,10076790
0,50000000,32,0,1,16,1733,1,3,107,1,60209334
1,103000000,1,0,1,25,1734,1,2,100,1,362000072
0,22531334,1,1,1,7,1735,82,3,84,1,2500431
0,658000,697,0,1,9,1736,1,2,90,1,23800000
0,4000000,698,1,1,11,1737,265,4,118,1,15656193
1,2500000,3,0,1,0,1738,1,3,100,1,71904
1,24000000,699,0,1,13,26,1,4,119,1,133000000
0,22531334,1,0,6,5,1739,15,1,100,1,9500000
0,22531334,612,0,16,1,1740,266,3,78,1,37598
0,22000000,700,0,1,7,1741,1,3,106,1,17336370
1,5300000,23,0,5,6,1742,8,2,122,1,3897799
0,12000000,701,0,1,7,1743,1,1,93,1,61141030
0,20000000,158,1,1,6,1744,1,3,124,1,60427839
0,72000000,190,0,1,10,517,1,4,131,1,27642707
0,25000000,326,0,1,13,1745,1,4,138,1,156822020
1,22531334,11,0,1,7,1746,1,1,83,1,43579163
0,70000000,85,0,1,14,1747,1,1,125,1,32287044
0,22531334,1,0,1,5,26,1,2,92,1,918239
0,13000000,46,0,1,10,703,1,1,107,1,18000000
0,47000000,135,0,1,12,1748,267,4,154,1,7191399
0,74050,3,0,1,3,1749,268,3,98,1,176153
0,10000000,337,0,1,8,434,1,2,89,1,3193102
0,5000000,702,0,1,4,1750,1,1,116,1,1980338
0,4500000,14,0,1,0,1751,1,4,142,1,3200000
0,1688000,47,0,1,5,73,1,1,133,1,2270000
0,44000000,3,0,1,6,1752,1,2,99,1,48190704
1,36000000,363,0,12,9,1591,26,4,105,1,156844753
1,10000000,549,0,15,8,1753,51,2,101,1,1461989
0,27000000,33,0,1,12,1754,1,2,98,1,93282604
0,22531334,703,0,1,1,1755,257,3,102,1,346297
0,22531334,135,0,1,8,1756,45,1,107,1,773228
0,5800000,202,0,1,4,1757,25,3,133,1,6800000
0,3500000,704,0,13,1,1758,28,3,95,1,179000
0,20000000,2,0,1,7,1759,1,1,105,1,33889159
1,80000000,705,0,1,15,51,18,2,126,1,280000000
0,7000000,706,0,1,6,1760,1,1,95,1,6147
0,70000000,283,1,1,13,1761,1,3,87,1,182379278
0,22531334,105,0,1,5,0,1,3,97,1,1896244
0,40000000,707,0,1,11,61,1,4,109,1,28169671
0,6500000,3,1,1,10,1762,21,1,112,1,98410061
0,20000000,241,0,1,3,1763,1,3,114,1,18253415
0,65000000,101,0,1,13,1764,1,2,113,1,261317921
1,22531334,147,0,1,7,1765,1,3,111,1,6698361
1,300000000,80,1,1,31,1766,1,2,169,1,961000000
0,22531334,1,0,1,8,1767,8,1,85,1,29326868
0,2200000,14,0,1,6,26,1,4,99,1,136400000
0,20000000,414,1,1,9,1768,8,2,95,1,32204030
0,8272296,47,0,9,10,1769,241,2,101,1,67872296
0,15000000,3,1,1,7,687,1,4,116,1,10903846
0,38000000,78,0,1,8,1770,1,4,114,1,105610124
0,8000000,708,1,1,10,1771,1,4,90,1,5659286
0,40000000,15,0,1,9,1772,1,2,109,1,196781193
0,8700000,709,1,1,12,1773,1,2,100,1,7659918
0,3000000,3,0,1,6,1774,202,2,123,1,2357852
0,7000000,46,1,6,6,1775,15,1,110,1,8220215
0,5000000,47,1,1,3,1776,1,3,110,1,4040588
0,15000000,85,0,1,8,1777,18,4,183,1,50000000
0,10000000,15,0,1,7,1778,1,1,95,1,103166989
1,22531334,3,0,35,4,1779,2,3,125,1,536364
0,2000000,14,0,1,7,224,1,4,118,1,7800000
0,200000,710,0,1,1,1780,269,4,105,1,8000000
1,85000000,55,1,1,1,1781,1,2,107,1,363164265
0,12000000,14,0,1,11,1782,270,3,123,1,56298474
0,22531334,292,0,1,1,1783,1,3,93,1,5099316
0,2160000,3,0,1,0,73,1,2,119,1,9132000
0,15000000,711,1,1,13,1784,1,3,98,1,3533227
0,21000000,47,0,1,3,1785,25,1,115,1,23450000
0,30000000,198,1,1,14,45,1,1,107,1,55583804
0,9000000,3,1,1,2,1786,1,2,130,1,771499
0,12000000,65,0,1,16,47,1,4,120,1,1400000
0,22531334,8,1,1,11,1787,56,4,106,1,8212430
0,1000000,3,0,1,0,1788,271,2,124,1,2691899
0,23000000,14,0,1,2,1789,1,1,104,1,5820015
1,19500000,31,0,2,5,1790,2,4,172,1,91000000
1,2000000,712,0,1,13,1791,1,2,108,1,572809
1,12000000,231,0,1,13,1792,18,2,131,1,41744718
0,40000000,713,1,1,10,1793,1,4,157,1,132820716
0,19000000,714,0,1,10,1794,1,3,113,1,110879513
0,15000000,715,0,1,9,1415,272,4,124,1,85306374
0,25000000,1,0,1,13,1795,1,2,108,1,30411183
0,22531334,47,1,1,8,1796,1,3,90,1,4417667
1,20000000,472,1,1,7,1797,1,3,105,1,31327899
1,33000000,444,1,1,8,1798,131,1,100,1,102984862
0,15000000,3,0,1,9,1799,1,4,126,1,30226144
0,22531334,716,0,1,4,1800,6,2,97,1,228136
0,130,717,0,2,2,1801,2,3,130,1,8
1,19000000,718,0,1,13,1802,1,2,90,1,108047131
0,22531334,3,1,20,4,1803,64,3,106,1,307076
0,11000000,1,1,5,7,1804,8,1,106,1,53191886
0,1,15,0,1,1,1805,1,2,95,1,100
0,22531334,3,0,5,1,1806,8,4,158,1,138000
0,7000000,36,1,1,6,1807,88,3,114,1,49084830
0,90000000,152,0,1,8,733,1,2,96,1,113493481
0,22531334,47,1,1,6,1808,1,3,99,1,1829917
0,3800000,1,1,1,3,0,1,2,84,1,111731
0,22531334,719,0,1,2,1809,1,1,98,1,4557214
0,56000000,113,1,1,12,1810,1,1,109,1,19701164
0,22531334,215,0,1,3,1811,1,1,100,1,7965
0,15000000,1,0,1,6,61,1,4,107,1,216614388
0,500000,720,0,1,0,0,2,3,157,1,500000
0,70000000,15,0,1,10,1812,1,4,127,1,374111707
0,22531334,323,1,1,3,1813,1,1,103,1,90508336
0,20000000,3,1,1,6,1814,161,4,128,1,73276047
1,30000000,15,0,1,10,1815,1,3,108,1,287553595
0,500000,116,0,1,8,1816,1,4,110,1,3000000
0,4500000,3,0,18,6,1817,121,3,117,1,3764219
0,1700000,47,0,1,6,1818,1,1,77,1,1007962
0,8000000,47,0,1,6,1819,1,2,124,1,21706101
1,60000000,31,1,1,15,1820,273,1,99,1,205754447
0,10000000,14,0,1,11,1821,274,2,111,1,21786738
1,22531334,446,1,27,10,1822,167,1,100,1,37473
0,8000000,559,1,5,7,1823,275,4,66,1,292279
0,100000000,311,0,1,9,1824,59,3,95,1,7103973
0,10000000,46,0,1,6,1813,1,1,100,1,31609243
0,17000000,721,1,1,5,1825,1,4,98,1,3696232
0,22531334,241,0,1,6,922,0,2,103,1,7985929
1,6000000,42,0,1,11,1826,1,3,90,1,40940662
0,22531334,81,1,1,4,1827,1,3,92,1,3903479
0,22000000,722,1,15,9,1828,51,3,115,1,68000000
0,22531334,36,1,1,8,1829,6,4,100,1,1200398
0,75000000,81,1,1,8,1830,1,4,104,1,152930623
0,18000000,126,0,2,1,1831,2,2,151,1,1500000
0,12823507,141,0,13,3,1832,28,3,110,1,6101904
0,23000000,333,0,1,4,1833,1,4,76,1,71368
0,24000000,1,1,1,16,1834,1,1,91,1,87055349
0,16000000,399,0,1,3,1835,1,3,97,1,1686429
0,22531334,723,0,13,0,1836,28,4,110,1,50656
0,18000000,724,1,1,88,1837,1,2,110,1,20497844
0,22531334,15,0,1,0,0,1,2,102,1,147542
0,400000,606,0,1,0,0,0,1,80,1,5255
0,90000000,725,0,1,9,1838,1,4,114,1,188133322
0,85000000,726,0,1,8,718,1,1,88,1,297138014
0,22531334,87,0,22,4,1839,193,3,90,1,179943
0,60000000,47,0,1,13,1169,1,2,103,1,264118201
1,2380000,116,1,1,3,1840,6,3,101,1,8176544
0,22531334,14,0,13,1,1204,28,2,101,1,1110566
0,22531334,1,0,18,0,1841,121,1,0,1,65335
0,12000000,36,0,1,16,1842,1,4,151,1,53267000
0,48000000,110,0,1,11,713,1,2,143,1,390493908
0,35000000,198,0,1,7,1843,1,2,87,1,51680201
1,22531334,727,1,15,7,1844,51,2,108,1,41162041
0,7000000,1,0,1,3,1845,88,2,100,1,1246141
0,1227401,634,0,1,8,1846,1,4,100,1,1277401
0,2200000,519,0,1,17,1847,18,4,136,1,26589000
0,12156348,560,0,5,6,1848,171,4,98,1,7900000
0,30000000,1,1,1,11,1849,1,2,99,1,63833449
0,22531334,8,1,1,4,0,1,2,107,1,3117985
0,13000000,239,1,1,7,1850,56,4,105,1,114956699
0,22531334,728,0,1,9,1851,276,2,122,1,455815
0,5500000,26,0,1,6,1852,1,1,120,1,5483299
0,24000000,1,0,1,12,1853,1,2,91,1,43455230
0,24000000,47,0,1,11,47,1,3,137,1,41895491
0,24000000,729,0,1,8,1854,1,4,146,1,33208099
0,1500000,15,1,1,7,1855,1,3,104,1,3566225
0,20000000,3,0,1,3,45,1,1,105,1,21170563
0,1805000,730,0,1,13,224,1,2,98,1,4905000
1,195000000,657,1,1,5,1856,1,2,154,1,1123746996
0,22531334,120,0,5,3,1857,8,4,63,1,7940
0,75000000,51,1,1,6,1858,277,3,110,1,132274484
0,79000000,3,0,1,10,1859,278,4,154,1,173013509
1,58000000,50,1,1,188,1860,1,1,108,1,783112979
0,15000000,731,0,1,11,1861,1,1,92,1,73326666
1,45000000,732,0,1,8,1066,1,4,101,1,30353232
0,6200000,3,0,3,1,1862,279,3,113,1,4820000
0,22531334,366,0,1,8,1863,1,3,105,1,81381
0,6400000,3,1,1,12,1864,6,4,99,1,35057696
0,22531334,1,0,1,7,1865,21,4,93,1,111996
1,9500000,580,1,1,10,153,6,2,117,1,111584787
0,10000000,50,1,1,8,1866,26,1,100,1,22896728
0,22531334,205,0,5,5,1867,8,1,88,1,263404
1,22531334,81,0,1,7,61,1,3,100,1,66132626
0,22531334,733,0,1,5,1868,1,4,113,1,8362969
0,63000000,3,1,1,64,1869,21,4,139,1,100853753
0,3000000,15,0,1,2,1870,1,4,91,1,7100000
0,30000000,20,0,1,12,1871,31,3,110,1,29359216
1,14000000,7,0,1,6,1872,280,3,99,1,72527595
1,500000,1,0,14,2,0,0,1,90,1,5330000
0,350000,14,0,1,2,1873,1,4,96,1,2400000
0,60000000,213,0,1,5,1874,18,3,140,1,17800000
0,22531334,241,0,1,5,31,1,1,98,1,13022756
0,10000000,75,0,1,11,1875,1,3,178,1,50100000
0,25000000,3,1,1,17,1876,1,4,127,1,230698791
0,22531334,65,0,1,3,47,1,2,111,1,5262047
1,8000000,366,1,1,12,1877,1,4,122,1,441306145
0,23000000,1,0,1,7,1878,1,3,93,1,38505009
1,28000000,271,1,1,16,455,1,2,118,1,333000000
0,7000000,190,0,1,7,1879,1,4,123,1,79666653
0,8376800,734,1,2,12,1880,2,1,213,1,13000000
0,12000000,96,0,1,3,1881,1,2,97,1,31179516
0,20000000,3,1,1,18,1882,1,4,119,1,23875127
0,65000000,50,0,1,10,1883,1,2,100,1,17218080
1,225000000,304,1,1,19,1884,18,2,143,1,662845518
0,22531334,87,0,1,2,1885,1,1,111,1,370668
0,22531334,1,0,1,1,1886,1,3,90,1,6029824
0,22531334,3,1,9,7,1887,281,2,108,1,939101
0,15000000,402,1,1,7,1888,1,3,92,1,12000000
0,22531334,3,1,1,3,1889,1,1,89,1,35022
0,45000000,590,0,1,6,1890,1,3,113,1,58620973
0,50000000,5,0,1,9,1891,1,3,89,1,160602194
0,22531334,65,0,18,9,1892,121,3,122,1,794452
0,22531334,508,1,1,10,1893,56,1,85,1,59700000
0,22531334,36,0,1,5,26,1,1,114,1,27734391
0,22531334,735,1,12,10,1894,26,3,105,1,7865
0,70000000,3,1,1,8,1895,1,4,134,1,154937680
1,150000000,110,1,1,8,1896,85,1,99,1,301000000
0,22531334,15,0,1,1,0,1,1,98,1,28460702
0,40000000,263,1,1,8,1897,1,3,123,1,129540499
0,12000000,590,0,1,11,1898,6,3,123,1,87100449
1,2500000,696,0,1,13,1899,1,3,89,1,52604
0,60000000,1,1,1,8,1900,1,1,101,1,95673607
0,2300000,23,1,1,2,1901,2,3,155,1,11100000
0,25000000,736,1,1,8,1902,1,3,119,1,92991835
0,13000000,323,0,1,1,1903,1,2,91,1,9789900
1,22531334,1,1,1,6,73,1,4,97,1,6086508
0,4000000,46,0,1,11,1904,1,1,104,1,9304609
0,22531334,8,1,1,5,1905,1,3,129,1,494506
0,8000000,47,1,1,5,1906,6,4,129,1,18124262
1,22531334,36,0,5,4,1907,98,2,126,1,3
0,22531334,3,0,1,0,1908,37,1,88,1,671
0,22531334,311,0,1,10,1909,1,2,120,1,25893810
0,22531334,691,0,1,8,1910,1,2,115,1,21700000
1,90000000,365,1,1,13,42,1,2,94,1,886686817
0,30000000,3,1,1,7,1911,1,2,109,1,95714875
1,22531334,737,0,15,6,1912,51,3,87,1,20000000
0,7500000,47,1,2,0,0,2,3,155,1,10000000
1,5500000,51,1,1,11,1691,282,4,130,1,141195658
1,5000000,381,0,15,4,1913,51,4,129,1,7338987
0,22531334,738,0,1,5,1914,283,3,90,1,694438
1,35000000,739,0,1,10,623,1,1,88,1,147934180
0,22531334,36,0,5,6,1915,8,3,115,1,248392
0,60000000,3,1,1,16,1916,1,3,133,1,204594016
0,80000000,5,0,1,9,1917,1,4,117,1,309492681
0,18000000,3,0,1,6,1918,1,4,111,1,20275812
0,22531334,4,1,15,1,1919,51,4,133,1,15
0,22531334,740,0,1,10,1920,1,1,110,1,688510
0,60000000,506,0,1,7,129,1,4,109,1,37000000
0,60000000,11,0,1,11,1921,1,1,101,1,170268750
0,47000000,47,0,1,6,45,1,4,125,1,15691192
0,37000000,126,1,1,13,1922,1,3,125,1,154026136
0,2500000,3,0,1,5,1923,1,1,102,1,3003
0,4000000,3,1,1,14,1924,1,4,111,1,65046687
0,22531334,120,0,1,1,1925,1,2,99,1,1884814
0,16000000,353,0,1,6,1926,1,1,91,1,4409328
0,32000000,3,0,1,7,207,1,3,129,1,48814909
0,20000000,1,1,1,6,1927,1,1,90,1,18599102
1,60000000,741,0,1,12,1928,1,4,123,1,223664608
0,65000000,742,1,1,6,1929,1,4,93,1,44806783
0,3400000,46,0,1,0,1930,37,4,112,1,660537
0,22531334,743,0,1,6,1931,1,4,122,1,61801971
0,22531334,46,0,1,11,1932,1,2,98,1,23202734
0,2500000,87,1,1,12,1933,210,2,99,1,6341684
0,3000000,169,0,1,12,1934,1,2,100,1,4000000
1,35000000,744,0,1,13,73,1,3,108,1,113374103
0,55000000,745,1,1,7,733,284,4,134,1,141047179
1,4000000,746,1,1,8,1935,1,2,103,1,4100000
0,22531334,3,1,5,8,1936,8,4,94,1,11576431
1,22531334,121,0,1,4,61,1,1,102,1,6347072
0,500000,0,0,1,0,0,2,3,157,1,500000
0,60000000,747,0,1,7,1937,59,3,105,1,73648228
1,22531334,11,0,1,6,45,1,2,88,1,28061343
1,22531334,3,0,9,0,476,29,3,105,1,1334173
0,22531334,3,0,1,1,0,0,2,91,1,1347988
0,22531334,47,0,1,9,1938,1,4,108,1,34585416
0,15000000,748,0,1,6,2,1,4,90,1,19158074
0,17000000,363,0,1,3,1939,1,2,154,1,10000000
1,40000000,29,1,1,15,1940,88,2,134,1,320170008
0,22531334,47,0,1,4,1941,1,3,81,1,580527
0,22531334,1,0,1,9,26,1,1,87,1,32
0,22531334,1,0,1,4,1942,1,2,105,1,104507
1,22531334,231,0,12,4,1943,26,1,106,1,3956913
0,4300000,14,0,2,4,1944,2,4,149,1,3376375
0,120000000,3,0,1,19,1945,1,1,130,1,325756637
0,6400000,47,0,1,10,89,1,1,107,1,40084041
0,50000000,22,0,1,6,509,1,3,110,1,26199517
0,27000000,412,0,1,11,1946,21,1,110,1,56308881
0,3000000,749,0,1,5,1947,1,4,95,1,14418922
0,50000000,750,0,1,8,1948,1,1,98,1,106303988
1,68000000,336,1,1,34,611,1,2,124,1,698491347
0,22531334,166,0,1,3,0,0,1,112,1,694497
1,16000000,751,0,1,15,1949,1,4,91,1,32155047
0,4500000,149,0,1,4,1950,1,2,116,1,10400000
0,7500000,46,1,1,12,1951,1,4,96,1,231411584
0,60000000,31,0,1,12,1952,21,1,120,1,56359980
0,35000000,14,0,1,13,689,1,4,106,1,36779296
0,1821052,3,0,1,11,26,1,2,111,1,1300000
0,22531334,323,0,1,6,1953,6,4,93,1,523511
1,37000000,90,1,1,7,1954,1,3,113,1,95404397
0,15000000,1,1,1,8,1955,1,3,89,1,1914166
0,58000000,1,1,1,0,1956,1,2,119,1,44000000
1,50000000,535,1,1,20,1957,1,2,106,1,549368315
0,14000000,90,0,1,2,0,1,3,104,1,6856989
0,22531334,14,0,1,8,1958,1,1,112,1,587615
0,22531334,546,0,1,9,1959,1,2,97,1,3295624
0,100000000,752,0,1,12,42,1,2,102,1,268426634
0,25000000,227,0,1,12,1960,285,3,129,1,82466670
0,1900000,26,0,8,1,0,32,4,102,1,240093
0,18000000,753,1,1,13,1961,1,1,112,1,6212282
0,22531334,3,0,5,5,1962,8,1,93,1,106498
0,22000000,98,0,1,12,1963,18,4,181,1,424208848
0,19000000,46,1,1,8,1964,44,1,97,1,6928068
0,37000000,23,0,1,8,1965,1,2,105,1,26250020
0,18000000,115,0,1,7,1966,1,4,103,1,41382841
1,25000000,754,0,1,6,1967,89,2,115,1,14048372
0,85000000,353,1,1,10,1968,1,1,108,1,78382433
1,2500000,755,0,1,3,747,1,3,110,1,15014674
0,28000000,288,1,1,7,1969,1,3,98,1,14010832
0,175000000,510,1,1,12,269,1,4,93,1,331926147
0,500000,756,0,1,8,1970,1,1,93,1,150277
