belongs_to_collection,homepage,budget,popularity,runtime,production_companies,production_countries
1,0,25000000,11,87,4824,1
0,0,4000000,14,238,4825,1
0,0,30000000,9,100,4826,1
0,0,600000,1,105,0,1
0,0,22649291,16,110,1563,1
1,0,2000000,1,90,1372,28
0,1,30000,5,87,4827,1
0,1,22649291,8,104,2438,1
0,0,18000000,11,94,4828,18
0,1,25000000,8,127,4829,1
0,0,22649291,3,87,4830,6
0,1,65000000,12,102,4831,1
1,0,35000000,14,102,4832,10
1,0,22649291,10,101,4833,1
1,0,19000000,8,80,4834,1
0,1,22649291,4,87,4835,1
0,0,70000000,11,136,4836,1
0,1,35000000,13,123,4837,1
0,0,22649291,3,70,4838,590
0,0,22649291,1,96,0,1
0,0,22649291,0,75,4839,1
1,0,22649291,7,86,26,1
0,0,5000000,0,144,0,0
0,1,250000,5,91,4840,1
0,1,22649291,5,97,2449,1
1,0,22649291,5,114,4841,51
0,1,60000000,17,100,3950,1
0,0,22649291,6,130,4842,8
0,0,22649291,7,125,4843,29
0,0,22649291,10,98,4844,8
0,1,70000000,9,116,3231,1
0,0,22649291,6,125,4845,1
0,0,1500000,6,92,4846,1
1,0,15000000,8,92,4847,1
0,1,22649291,13,96,4848,18
1,0,90000000,6,92,145,37
0,0,7000000,1,136,0,2
0,0,20000000,10,98,4849,106
0,0,4000000,5,97,2956,1
0,0,12000000,3,132,4850,18
0,1,90000000,3,110,4851,591
0,0,3000000,7,117,4852,592
0,0,1500000,8,98,4853,1
0,1,3000000,0,141,4854,2
0,1,80000000,16,89,4855,1
0,0,6000000,6,94,4856,88
1,1,74000000,547,91,3514,1
1,0,30000000,8,117,342,1
0,1,20000000,7,92,4857,1
0,1,40000000,8,101,4858,280
1,0,22649291,8,86,4859,8
1,0,140000000,14,127,4860,1
0,1,8000000,5,113,4861,513
0,0,22649291,3,113,4862,593
0,1,22649291,2,107,0,1
0,1,12000000,14,121,4863,6
0,0,22649291,6,86,4864,1
0,0,28000000,3,86,4865,1
1,1,70000000,18,115,4866,21
0,0,80000000,17,83,4867,1
0,0,22649291,2,93,0,1
0,0,64200,1,94,4868,30
0,0,22649291,6,102,73,1
0,0,22649291,13,105,2869,1
0,1,22649291,5,87,4869,18
0,0,1200000,15,101,45,1
0,0,22649291,2,90,2430,1
1,0,22649291,8,105,713,1
0,0,22649291,1,127,4870,106
0,0,8000000,13,92,4871,1
0,0,22649291,4,95,4872,1
0,0,1650000,5,118,2558,1
0,1,10000000,7,101,4873,1
0,1,19700000,7,89,4874,171
0,1,35000000,10,109,4875,1
0,0,5500000,7,115,4876,97
1,0,2500000,1,91,0,28
0,1,100000,8,87,4877,1
0,0,30000000,3,132,76,1
1,1,115000000,26,92,269,1
0,0,22649291,2,80,4878,1
0,0,200000,6,98,4879,18
0,1,52000000,10,131,4880,1
0,1,30000000,7,108,4881,144
0,0,12500000,9,94,4882,18
0,0,16000000,13,100,4883,1
0,1,12000000,11,145,4884,57
0,1,22649291,1,88,0,1
0,0,22649291,11,96,4885,1
1,0,17000000,15,104,4886,1
0,1,9900000,14,92,4887,594
0,1,8000000,5,107,4888,595
1,0,22649291,4,101,4889,596
0,0,2115000,0,92,224,1
0,0,20000000,6,86,4890,1
1,0,30000000,13,99,4891,1
0,0,70000000,8,143,4892,18
0,0,52000000,10,178,4893,25
0,1,7000000,10,119,4894,1
0,0,10000000,7,99,4895,1
0,0,12700000,15,112,4896,35
0,1,30000000,9,91,4897,1
0,0,22649291,10,102,4898,193
0,0,12000000,10,94,4899,88
1,1,9000000,5,120,422,1
0,0,24000000,11,120,2824,1
0,0,3000000,7,87,4900,1
0,0,7500000,2,107,4901,597
0,0,812000,15,64,964,1
0,0,22649291,1,105,4902,598
1,1,144000000,17,116,4903,1
1,1,80000000,15,74,2,1
0,0,22649291,9,96,4904,6
0,1,22649291,5,91,4905,177
1,0,6000000,9,89,480,1
0,0,13000000,0,118,0,0
0,1,2000000,7,100,4906,1
0,1,40000000,5,112,4907,599
0,1,35000000,9,98,4908,1
0,1,16000000,8,91,4909,1
1,1,20000000,3,121,4910,1
1,0,22649291,5,105,566,1
0,0,55000000,13,121,4911,25
0,0,22649291,3,130,806,8
0,1,22649291,13,77,4912,8
0,0,60000000,8,101,4913,59
1,0,33000000,14,95,4914,1
0,0,66000000,18,130,4915,600
0,0,22649291,1,90,4916,1
0,0,22649291,6,117,4917,1
0,1,22649291,12,90,4918,1
0,0,5500000,7,123,4919,6
1,0,500000,8,86,1624,1
0,0,22649291,5,92,4920,1
0,0,9000000,3,103,45,1
0,1,30000,5,84,4921,1
0,0,210000,2,81,4922,1
1,1,3000000,7,91,4923,1
0,0,10000000,7,118,4924,14
0,0,22649291,3,113,4925,1
0,0,22649291,3,125,0,383
1,0,110000000,17,108,4926,116
0,1,30000000,8,134,4927,369
0,0,5000000,7,91,4928,1
0,1,110000000,19,127,4929,57
0,1,25000000,11,101,4930,1
0,0,44000000,5,192,733,1
0,1,3900000,2,96,4931,176
0,0,22649291,4,78,1438,1
0,0,80000000,10,145,4932,1
0,1,40000000,7,109,4933,1
0,1,22649291,1,92,0,1
0,1,40000000,12,89,4934,88
0,0,20000000,7,98,46,1
0,0,22649291,0,92,4935,1
0,0,22649291,1,180,4936,601
0,0,5000000,9,99,4937,1
1,1,5650000,5,123,4938,121
0,0,3500000,14,99,4939,171
0,0,80000000,8,126,4940,1
0,0,1950000,7,132,73,1
1,1,125000000,1,130,4941,1
0,1,80000000,18,97,4942,59
0,0,38000000,5,105,47,1
1,0,2600000,10,91,4943,1
0,0,22649291,1,124,4944,1
0,0,22649291,5,86,4945,25
1,0,48000000,11,84,4946,1
0,0,10000000,10,90,4947,56
0,1,2079000,5,183,4948,2
0,0,15000000,5,113,4949,602
0,0,11,4,145,4950,1
0,0,22649291,9,87,4951,603
0,1,38000000,12,111,4952,4
0,0,22649291,4,96,4953,1
0,0,3000000,2,101,4954,4
0,0,850000,10,85,4955,1
0,1,22649291,7,93,4956,604
0,0,4200000,11,88,4957,1
0,0,22649291,5,107,0,18
0,1,60000000,51,95,4958,40
0,0,13000000,8,109,26,1
0,0,22649291,7,97,4959,1
1,0,22649291,7,109,4960,1
1,0,16500000,12,94,4961,21
1,0,22649291,3,95,0,26
0,0,140000000,13,127,4962,59
0,0,14000000,11,119,4963,18
1,1,10000000,13,105,4964,25
0,1,20000000,7,108,879,1
0,0,11000000,14,184,4351,18
1,1,120000000,19,123,4965,605
1,0,1000000,0,83,4966,1
0,0,11000000,1,113,4967,1
0,0,22649291,8,116,0,606
0,0,60000000,8,105,4968,1
1,1,22649291,5,113,4969,607
0,0,22649291,9,96,26,1
0,0,22649291,5,96,4970,1
0,1,200000000,13,96,4971,1
1,0,3000000,5,94,4972,1
0,0,10000000,10,114,4973,1
0,0,50000000,6,127,4974,106
0,1,25000000,8,110,4975,1
1,1,34000000,77,113,4976,1
0,0,40000000,10,144,4977,1
0,1,50000000,12,130,4978,608
0,0,5000000,15,105,0,1
0,0,300000,1,94,4979,1
0,0,4500000,11,142,4980,376
0,0,22000000,4,84,4981,10
1,1,85000000,22,139,4982,1
0,0,373000,1,112,73,1
1,0,15000000,14,96,4983,48
1,1,35000000,10,98,4984,1
1,0,10000000,9,88,4985,1
0,0,50000000,8,102,4986,1
0,0,25000000,1,94,4987,1
0,0,280,0,90,490,1
0,0,20000000,7,106,4988,1
1,0,22649291,11,108,4989,17
0,1,24000000,9,98,4990,1
0,0,22649291,13,92,4991,74
0,0,32000000,14,137,4992,1
0,0,24500000,11,126,4993,56
0,1,75000000,20,108,2630,1
0,0,7,3,90,4994,6
0,0,40000000,8,139,4995,1
0,0,2100000,6,172,4967,1
0,0,10000000,4,116,802,1
0,0,6000000,7,122,4996,1
0,0,16000000,9,86,73,1
0,0,22649291,8,91,4997,18
1,0,10200000,9,93,4998,1
0,0,250000,3,91,0,1
0,0,35000000,11,141,4999,609
0,0,10000000,7,91,5000,67
0,1,22649291,0,68,0,1
0,0,2500000,13,120,26,1
0,1,17000000,7,111,5001,1
0,1,6000000,2,85,0,1
0,1,11000000,11,105,5002,610
1,0,1000000,5,81,3568,1
0,0,50000000,6,95,5003,1
0,0,22649291,6,110,73,1
0,0,65700,1,88,5004,30
0,0,18000000,13,98,5005,1
0,0,218,2,91,0,1
0,0,22649291,0,126,0,28
0,0,350000,1,151,5006,2
0,0,30000000,6,126,828,1
1,1,28000000,6,98,497,1
1,0,22649291,12,113,5007,1
0,1,22649291,5,116,5008,37
0,0,26000000,8,117,2893,1
0,1,80000000,9,117,1247,1
0,1,6000000,11,96,5009,87
0,1,70000000,13,128,5010,116
1,0,33000000,13,107,5011,21
0,1,20000000,15,128,5012,88
0,0,22649291,0,109,0,0
0,0,72000000,8,152,5013,1
0,0,22649291,2,103,5014,1
0,1,9500000,7,107,5015,1
0,0,7900000,1,176,5016,2
0,0,22649291,13,91,5017,252
0,1,22649291,34,106,5018,51
1,1,130000000,27,117,1438,1
0,1,30000000,6,129,5019,1
0,1,10000000,8,111,5020,1
0,0,65000000,11,101,5021,1
1,0,700000,1,110,5022,28
0,0,43000000,6,101,5023,44
0,0,22649291,0,90,5024,1
1,1,400000,1,119,5025,2
1,1,22649291,7,75,0,1
0,0,1344000,3,134,73,1
1,1,94000000,29,201,5026,31
0,1,28000000,12,108,5027,1
0,1,150000000,9,88,5028,1
0,0,22649291,1,120,31,0
0,0,60000000,10,97,5029,1
0,1,30000000,8,89,5030,1
0,0,20000000,8,93,47,1
0,0,2900000,3,136,5031,1
0,0,1000000,8,88,0,1
0,0,7700000,12,155,5032,18
0,0,50000000,15,108,5033,1
0,0,60000000,20,124,5034,1
0,0,75000000,9,110,5035,1
1,0,40000000,14,99,5036,611
0,0,22649291,12,112,5037,1
1,0,5500000,12,129,61,1
0,0,22649291,2,96,5038,1
0,1,6000000,6,90,0,0
0,1,22649291,6,107,5039,1
0,0,22649291,7,104,479,1
0,0,22649291,1,112,5040,1
0,1,6400000,2,130,5041,612
0,1,15000000,3,127,5042,613
0,0,22649291,3,112,5043,32
0,1,60000000,14,106,5044,24
0,0,35000000,8,85,1106,1
0,0,5,1,141,316,2
1,1,12902809,2,109,1591,148
0,1,22649291,11,118,5045,6
0,0,92000000,10,144,5046,18
0,1,70000000,16,106,923,1
0,0,22649291,0,98,5047,1
0,1,22649291,2,99,5048,1
0,1,25000000,13,97,5049,1
0,0,6900000,12,103,5050,51
0,0,22649291,2,122,267,8
0,0,25485000,7,144,224,10
0,0,22649291,3,106,31,1
0,0,22649291,10,100,5051,614
0,0,25000000,6,93,5052,88
0,0,3000000,0,90,2277,28
1,0,14000000,8,118,45,1
0,0,70000000,8,86,3514,1
0,0,8000000,12,104,5053,1
0,0,22649291,6,120,61,1
0,1,30000000,10,111,5054,1
0,0,500000,4,71,0,1
1,0,1000000,4,92,5055,35
0,0,22649291,2,96,0,8
0,0,22649291,2,102,0,1
0,1,6000000,11,105,5056,98
1,1,170000000,15,113,5057,18
0,0,500000,4,106,5058,1
0,0,22649291,1,82,0,0
1,0,4000000,6,91,5059,1
1,1,37000000,18,110,5060,1
0,0,6500000,6,144,26,1
1,0,22649291,7,97,46,1
0,0,22649291,3,100,2461,1
0,0,11400000,6,115,61,1
1,1,22649291,8,115,5061,10
1,0,30000000,11,116,224,1
1,1,69000000,22,95,3514,1
0,1,35000000,15,150,5062,615
0,0,22649291,5,95,5063,88
0,0,22649291,3,95,5064,79
0,0,3005000,4,115,581,1
1,1,150000000,15,105,5065,4
0,0,9000000,13,89,5066,1
1,1,170000000,75,130,5067,1
1,1,4000000,10,102,843,1
1,1,22649291,19,92,5068,1
0,0,22649291,4,83,0,1
0,0,22649291,8,122,5069,17
1,1,22649291,11,102,5070,1
0,0,34000000,10,128,5071,1
0,1,27000000,5,103,5072,37
0,1,5000000,17,119,5073,1
1,1,60000000,18,90,2456,1
0,1,22649291,1,138,0,2
0,1,255000000,13,149,5074,1
0,0,24000000,7,93,2,0
0,0,34200000,8,93,76,1
0,0,6000000,11,90,5075,1
1,0,50000000,13,100,5076,1
0,0,1580000,3,105,5077,1
0,0,22000000,3,101,76,1
0,1,150000000,7,88,1139,1
1,0,85000000,12,120,5078,21
0,0,20000000,11,127,5079,1
0,0,14000000,11,98,5080,1
0,1,7000000,3,123,5081,6
1,0,22649291,3,94,5082,1
0,1,15000000,10,110,5083,6
0,1,16000000,9,94,5084,1
0,0,11000000,7,130,61,1
1,0,200000,12,99,5085,616
0,0,22649291,2,93,4439,1
0,0,37000000,13,96,4564,564
0,0,4000000,9,98,5086,1
1,0,50000000,8,119,5087,1
0,0,22649291,7,107,5088,6
0,0,22649291,1,93,5089,1
0,0,22649291,3,106,5090,1
0,0,34000000,5,108,5091,1
1,0,130000000,13,92,5092,24
1,0,900000,10,86,3568,1
1,0,8000000,6,95,5093,59
0,0,79000,0,136,0,2
0,0,55000000,7,94,112,1
0,0,4500000,2,103,5094,1
0,0,58000000,8,95,5095,1
0,1,400000,10,91,5096,6
0,0,22649291,1,101,47,1
0,1,35000000,9,123,5097,1
0,0,22649291,10,102,5098,6
1,0,22649291,5,108,5099,596
0,1,7700000,4,159,2670,2
0,1,8000000,11,112,5100,1
0,0,2300000,3,88,5101,1
1,0,22649291,3,99,5102,8
0,1,22649291,23,120,5103,1
1,0,3800000,5,97,5104,6
0,0,45000000,14,123,1966,491
1,0,22649291,3,110,1033,2
0,0,7000000,2,83,5105,28
0,0,2000000,4,82,4559,1
0,1,22649291,10,87,5106,35
0,0,22649291,0,98,0,0
0,0,48740,1,81,5107,52
0,0,51000000,5,101,5108,1
1,0,28000000,10,89,5109,21
1,1,22649291,9,98,5110,53
0,1,22649291,4,145,5111,88
0,0,29000000,11,105,5112,1
0,0,5860000,8,111,5113,1
0,0,1000000,0,108,0,0
0,0,8,5,92,5114,18
0,0,22649291,1,92,5115,1
0,0,18000000,1,96,2528,1
0,0,57000000,11,144,5116,21
0,0,10920000,2,159,0,0
1,1,32000000,8,107,5117,1
0,1,22649291,5,119,5118,37
1,1,75000000,12,110,5119,21
0,1,7400000,19,96,5120,1
0,0,6000000,4,114,2461,1
1,0,50000000,8,108,5121,617
0,1,16000000,7,117,5122,1
0,0,5000000,9,127,46,1
0,0,22649291,1,102,5123,1
0,0,3800000,13,121,5124,1
0,0,70000,1,110,5125,1
0,0,120000000,9,126,5126,14
0,0,22649291,1,80,0,0
0,0,13000000,7,87,5127,1
0,0,63000000,13,128,5128,1
0,0,1800000,8,125,5129,1
0,0,6000000,6,95,5130,1
0,0,22649291,3,151,45,1
0,0,22649291,11,105,5131,1
0,1,22649291,7,110,76,1
0,1,60000000,20,189,5132,1
1,1,125000000,19,129,5133,1
0,0,1152000,2,95,73,1
0,0,5000000,14,103,5134,1
1,0,33000000,8,99,1066,1
1,0,22649291,12,104,5135,618
1,0,20000000,11,116,61,1
0,0,22649291,8,85,5136,1
0,1,50000000,11,107,5137,1
0,1,12500000,11,107,5138,1
0,0,22649291,0,150,5139,2
0,0,28000000,10,96,5140,43
1,0,2800000,2,100,256,28
1,0,22649291,9,105,1079,88
0,0,22649291,1,102,224,1
0,0,22649291,3,103,5141,18
0,1,1000000,11,117,5142,1
0,0,18000000,9,95,5143,1
0,1,135000000,13,94,5144,1
0,0,32000000,8,124,5145,21
0,1,22649291,8,138,5146,121
0,0,22649291,2,96,5147,1
1,1,200000000,17,103,269,1
0,0,22649291,12,75,5148,51
0,0,13000000,9,78,0,1
0,0,22649291,4,108,5149,1
0,0,70000000,9,91,5150,21
0,1,38000000,89,89,5151,1
0,0,22649291,11,106,47,1
0,0,76000000,12,88,5152,21
0,0,22649291,0,107,0,2
0,1,17000000,6,144,5153,254
0,0,6000000,4,106,2589,1
0,0,28000000,9,105,5154,1
0,1,22649291,2,102,2449,1
0,1,7000000,16,101,5155,1
0,0,22649291,9,99,5156,1
1,0,17500000,12,116,5157,1
0,1,22649291,11,131,5158,25
0,0,50000000,12,119,5159,1
0,1,22649291,6,84,5160,1
0,0,22649291,12,107,5161,1
0,1,22649291,7,75,1183,1
0,1,22649291,0,90,0,1
0,0,22649291,0,107,5162,139
0,1,11500000,16,102,5163,1
0,1,19000000,12,114,5164,1
1,0,3500000,9,92,5165,1
0,0,18000000,5,121,5166,1
1,0,22649291,14,117,2931,1
1,1,75000000,10,88,5167,1
0,0,32000000,5,195,5168,1
0,1,25000000,3,106,2461,1
0,0,22649291,6,87,5169,8
0,0,22649291,0,94,0,1
0,0,22649291,1,75,5170,1
0,0,22649291,11,96,3498,106
1,0,19000000,9,85,31,1
0,0,12000000,8,100,5171,280
0,0,10000000,7,94,5172,1
0,1,22649291,6,106,5173,1
0,1,45000000,13,129,5174,1
0,0,22649291,7,95,5175,6
0,1,63000000,9,95,3514,6
0,1,22649291,6,93,5176,1
0,0,4000000,4,124,0,619
0,0,11700000,7,110,4287,1
1,0,7000000,6,76,335,28
0,0,3000000,9,90,5177,88
0,0,200000,7,94,5178,1
0,0,50000000,4,124,5179,32
0,0,3000000,12,108,5180,1
1,0,15000000,11,106,5181,88
0,0,1000000,0,170,0,2
1,0,10000000,5,122,5182,18
0,0,5000000,7,90,5183,29
0,1,30000000,14,118,5184,1
0,1,30000000,20,128,5185,1
0,1,22649291,5,122,2438,1
0,0,22649291,9,99,73,1
1,0,10000000,10,97,879,88
0,1,14000000,10,120,5186,620
0,1,10,3,85,5187,621
0,0,4000000,8,208,5188,1
0,0,10000000,1,86,733,1
0,1,25100000,9,131,5189,1
0,1,12000000,5,105,5190,1
0,0,30000000,5,102,5191,235
0,0,14000000,9,85,89,1
1,1,90000000,16,98,5192,1
0,0,3000000,2,134,5193,171
0,0,5500000,2,95,5194,37
0,0,48000000,12,112,5195,88
1,0,5000000,10,96,2835,1
1,1,250000000,32,144,5196,31
0,0,11000000,9,92,4410,1
0,0,22649291,1,90,5197,29
1,0,15000000,13,100,5198,346
0,1,22649291,1,97,5199,1
0,0,6000000,6,167,5200,1
1,0,11000000,12,89,31,1
0,0,22649291,6,110,5201,1
0,0,25000000,6,99,5202,622
0,0,18700000,2,150,5203,623
1,0,22649291,1,104,5204,74
0,0,22649291,12,90,5205,1
0,0,6000000,0,90,0,1
0,0,4000000,0,106,0,0
0,1,75000000,6,95,5206,1
1,1,19000000,11,108,5207,1
0,1,22649291,15,102,5208,1
0,0,6100000,1,149,5209,2
0,1,600000,5,78,5210,1
0,1,4000000,12,95,5211,43
1,0,18000000,13,120,156,1
0,0,8500000,1,105,5212,88
0,1,22649291,9,117,5213,25
0,1,25000000,11,109,5214,564
0,0,63000000,9,191,5215,1
0,1,82000000,13,118,5216,1
0,0,16000000,7,122,5217,25
0,0,22649291,2,117,5218,8
1,0,22649291,2,95,5219,28
0,0,22649291,0,95,7,1
0,0,10000000,8,130,5220,1
0,0,7000000,5,90,5221,1
0,0,34000000,7,111,5222,1
0,1,26000000,8,115,5223,1
1,1,1500000,4,84,5224,84
0,0,30000000,4,110,5225,21
1,1,18000000,19,124,2994,1
0,1,18000000,10,109,5226,48
0,0,100000000,9,113,5227,18
1,0,5000000,9,88,689,1
0,1,1000000,7,103,5228,1
0,0,22649291,3,111,5229,1
0,0,9600000,3,144,2461,1
0,0,1800000,7,125,5230,1
0,0,7300000,7,103,5231,6
0,0,209000000,13,131,5232,1
1,1,40000000,33,125,5233,1
0,1,2600000,6,165,5234,2
0,0,10000000,7,97,2709,1
1,1,178000000,29,144,5235,1
0,0,31000000,14,98,61,56
0,0,22649291,1,122,1666,3
0,0,43000000,13,117,5236,1
1,1,130000000,9,100,5237,37
0,0,2238813,7,113,26,1
0,0,22649291,3,109,5238,1
0,0,22649291,1,38,0,0
0,0,8000000,5,138,4699,1
0,0,1884000,7,99,5239,624
0,0,22649291,3,81,5240,1
0,1,23000000,7,98,5241,1
0,0,25000000,14,138,45,163
0,0,90000000,11,95,5242,1
0,1,10000000,7,96,5243,1
0,0,6000000,2,91,5244,1
0,0,22649291,3,110,5245,51
0,0,60000000,9,107,426,1
0,0,22649291,1,115,5246,1
0,1,17500000,5,93,5247,1
0,0,95000000,9,89,4867,1
0,0,1700000,3,98,5248,1
0,1,22649291,13,106,5249,18
0,1,19000000,27,118,5250,625
0,0,30000000,9,123,4849,626
0,0,22649291,9,119,26,1
0,0,22649291,4,102,73,1
0,0,75000000,9,121,5251,21
0,0,5000000,2,123,5252,1
0,0,30000000,10,126,5253,1
1,0,65000,5,100,5254,1
1,1,4000000,8,147,5255,52
0,0,22000000,12,104,5256,1
1,0,150000000,15,129,5257,144
0,0,1000000,0,119,5258,1
0,0,6200000,7,98,5259,1
0,0,3000000,10,186,5260,21
0,0,14000000,1,135,2275,2
0,0,20000000,9,133,5261,1
0,1,22649291,6,110,5262,1
0,0,22649291,5,128,5263,51
0,0,1000000,2,92,0,0
0,0,3000000,3,94,5264,37
0,1,17000000,7,94,5265,1
0,1,6500000,12,100,5266,6
0,1,60000000,14,112,5267,4
0,1,12000000,6,108,5268,1
1,0,4000000,15,92,5269,1
0,0,22649291,8,101,0,0
0,0,15000000,14,128,89,1
1,0,85000000,8,100,5270,1
0,0,8000000,3,99,5271,1
0,1,8000,5,96,5272,6
0,0,6000000,9,89,5273,25
0,0,42000000,10,154,5274,1
0,0,2000000,1,92,5275,18
0,1,25000000,7,109,5276,18
1,0,17700000,10,91,1247,1
0,0,22649291,9,102,1055,1
0,0,5000000,8,134,5277,256
0,0,22649291,2,100,5278,1
0,1,22649291,7,86,5279,1
0,0,14000000,13,119,258,1
0,0,25000000,5,116,5280,1
0,0,22649291,4,92,5281,1
1,1,50000000,2,121,5282,627
0,0,22649291,1,108,5283,18
0,0,60795000,10,109,3096,1
0,1,120000000,14,127,5284,628
0,0,20000000,6,119,5285,1
0,0,1100000,1,99,5286,1
1,0,22649291,7,94,5287,4
0,0,7500000,1,133,5288,167
0,0,145000000,9,92,5289,1
0,0,22649291,4,100,108,1
1,0,22649291,2,108,5290,383
0,0,22649291,2,91,5291,53
0,1,22649291,1,89,0,0
0,1,30000000,5,96,5292,1
0,0,35000000,12,100,4007,1
0,0,22649291,1,87,0,0
0,0,22649291,4,136,5293,1
0,0,53000000,12,124,31,1
0,0,22649291,1,109,5294,29
0,0,22649291,5,91,5295,1
1,0,22649291,2,120,5296,349
0,0,22649291,10,116,5297,52
0,0,36000000,1,95,5298,1
0,0,22649291,3,96,2461,1
0,0,22649291,1,105,0,121
1,1,22649291,11,85,5299,51
0,0,40000000,12,89,5300,21
1,0,22649291,5,134,108,26
0,0,18000000,5,115,3792,1
0,1,22649291,3,80,5301,35
0,0,22649291,6,90,5302,1
0,0,600000,5,99,5303,513
0,0,103000,1,86,73,1
0,1,85000000,9,121,5304,1
1,0,133000000,8,84,5305,21
0,0,5900000,2,161,991,2
0,0,22649291,6,107,5306,35
0,0,55000000,8,104,45,1
0,0,50000000,7,102,45,1
0,0,22649291,17,118,5307,8
0,0,11000000,7,122,5308,116
1,0,20000000,9,100,5309,1
1,0,672000,9,100,490,1
0,0,700000,5,88,5310,29
0,0,92000000,18,126,5311,18
0,0,65000000,5,124,5312,1
0,0,22649291,4,103,0,1
1,1,10000000,12,93,2022,1
0,0,17500000,11,156,5313,103
0,0,28000000,10,139,5314,18
1,1,11000000,4,147,1790,2
0,0,1200000,3,80,5315,1
1,0,15000000,0,119,5316,1
1,0,5000000,5,118,2558,6
0,0,2500000,5,112,26,1
1,0,22649291,6,110,342,1
0,0,14000000,1,118,5317,214
0,0,40000000,6,94,5318,21
0,0,10000000,7,84,5319,1
1,0,20000000,8,111,5320,1
1,1,37000000,6,81,5321,1
0,0,22649291,6,90,5322,1
0,0,18000000,6,110,5323,28
0,0,14000000,6,111,5324,6
1,0,23000000,15,98,5325,1
1,0,60000000,17,89,4501,1
1,0,22649291,8,105,2709,1
0,1,25000000,9,80,5326,629
0,1,22649291,0,103,0,1
1,0,22649291,6,72,1259,1
0,0,30000000,9,116,26,1
0,0,8000000,2,126,0,0
1,0,20000000,10,91,2,1
0,0,34000000,14,202,5327,1
1,0,115000000,16,100,5328,1
1,1,300000,7,89,5329,1
0,0,22649291,3,96,31,10
0,0,15000000,6,124,5330,235
0,0,3000000,10,87,5331,1
1,0,3500000,9,96,5332,119
1,1,18000000,9,161,4330,2
0,1,22649291,4,98,5333,18
1,0,45000000,16,91,5334,8
0,1,15000000,9,92,5335,25
0,0,22649291,4,94,5336,25
0,0,22649291,1,92,5337,28
1,0,15000000,9,105,541,1
0,0,22649291,4,180,5338,3
1,0,84000000,7,106,64,1
1,1,80000000,12,115,5339,1
0,0,22649291,1,110,0,0
0,0,28000000,3,126,5340,630
0,0,5000000,4,121,5341,1
0,0,35000000,6,114,5342,1
0,0,60000000,7,105,64,1
1,0,3000000,12,110,5343,1
1,0,22000000,13,114,76,1
0,0,1,4,98,3672,1
0,1,5069632,1,136,5344,2
0,0,15000000,5,107,5345,631
0,0,22649291,2,123,0,3
0,1,22649291,4,92,5346,632
1,1,12000000,7,129,5347,633
0,1,8500000,6,120,5348,1
0,0,22649291,1,40,5349,88
0,0,90000000,11,107,76,1
0,1,45000000,10,104,5350,437
0,0,9000000,3,97,5351,1
0,1,6000000,4,95,5352,1
0,0,22649291,4,113,61,1
0,1,50000000,34,86,418,1
0,0,22000000,8,116,5353,634
0,0,16000000,10,130,5354,1
0,1,22649291,10,102,5355,37
0,0,1000000,19,66,5356,6
1,1,42000000,11,109,5357,1
1,0,6000000,13,99,5358,1
0,0,25000000,14,122,5359,1
0,1,10000000,5,99,5360,1
0,1,3300000,15,130,5361,90
0,0,22649291,1,103,0,1
0,1,560000,6,88,5362,6
0,0,25000000,2,113,248,1
0,1,21000000,14,123,5363,21
0,1,10000000,9,97,5364,1
0,0,24000000,9,128,5365,8
0,0,22649291,7,86,5366,1
0,1,15000000,8,118,589,1
0,1,22649291,3,103,5367,52
0,0,22649291,4,92,61,1
1,1,22000000,21,121,5368,635
0,0,50000000,13,115,5369,1
0,0,7275000,8,110,5370,383
0,0,22649291,7,108,5371,1
0,0,22649291,8,96,5372,75
1,0,22649291,1,88,0,1
0,0,6500000,7,112,2558,1
1,1,2500000,14,110,2815,18
0,1,40000,3,93,5373,1
0,0,30000000,3,101,713,1
0,0,1000000,1,91,5374,9
0,1,22649291,4,100,839,1
0,1,175000000,17,106,5375,18
0,1,5500000,53,89,5376,6
0,0,55000000,48,142,26,1
0,0,45000000,6,135,2430,1
0,1,4000000,9,95,5377,1
0,0,2686000,2,109,26,1
1,0,1000000,7,91,5378,1
1,0,22649291,9,159,5379,636
0,0,22649291,12,100,3150,1
0,0,78000000,10,110,5380,92
0,1,20000000,12,92,5381,637
0,1,55000000,13,119,5382,88
0,0,15000000,8,155,5383,1
0,0,20000000,6,92,5384,1
0,0,3000000,6,117,5385,6
0,1,2000000,4,91,5386,1
0,0,100000000,10,130,5387,1
0,0,22649291,3,96,5388,1
0,0,26000000,5,108,66,1
0,0,12000000,14,172,224,1
0,1,1500000,2,99,1257,1
0,0,25000000,11,118,5389,638
0,1,4620000,1,115,5390,97
0,1,20000000,12,115,5391,1
1,1,1500000,17,103,5392,4
0,1,22649291,7,105,5393,1
0,1,118,2,119,0,1
0,1,5900000,5,122,5394,1
0,1,20000000,17,125,5395,123
0,1,22649291,9,92,3426,1
0,0,17000000,8,107,156,1
0,1,99000000,12,88,42,1
0,0,19000000,1,115,5396,1
1,1,35000000,9,109,5397,564
1,0,22649291,2,113,0,639
0,0,7000000,2,97,5398,1
1,0,22649291,2,104,5399,64
0,0,35000000,7,90,5400,1
0,1,110000000,20,116,5401,1
0,1,3500000,12,92,5402,88
0,0,22649291,5,92,5403,1
0,0,65000000,18,130,5404,640
0,1,10000000,7,95,5405,1
0,1,22649291,4,76,5406,28
0,0,22649291,5,95,5407,641
